rho,centre,eps,pid,safe,eta,C_mean,C_rms,C95,C_max,m_mean,m_std,m_min
0.28,tau_beh,2.0,94f18a1920d3ee13,1.0,0.5286779942070982,0.017166888081595194,0.01924424137432909,0.027747917212694186,0.03333526632882433,-1.8247635099622939,5.163735919528538,-27.848562240600586
0.28,tau_beh,2.0,1addf434cf109d8b,0.0,0.5286779942070982,0.017166888081595194,0.01924424137432909,0.027747917212694186,0.03333526632882433,-1.8247635099622939,5.163735919528538,-27.848562240600586
0.28,tau_beh,2.0,81e17a34a73d550f,0.007462686567164201,0.5286779942070982,0.017166888081595194,0.01924424137432909,0.027747917212694186,0.03333526632882433,-1.8247635099622939,5.163735919528538,-27.848562240600586
0.28,tau_beh,2.0,d2c4a9b24efa6f59,0.0,0.5286779942070982,0.017166888081595194,0.01924424137432909,0.027747917212694186,0.03333526632882433,-1.8247635099622939,5.163735919528538,-27.848562240600586
0.28,tau_beh,2.0,e416a7cac2b82a7b,0.0,0.5286779942070982,0.017166888081595194,0.01924424137432909,0.027747917212694186,0.03333526632882433,-1.8247635099622939,5.163735919528538,-27.848562240600586
0.28,tau_beh,2.0,1331b7857ff526e5,0.0,0.5286779942070982,0.017166888081595194,0.01924424137432909,0.027747917212694186,0.03333526632882433,-1.8247635099622939,5.163735919528538,-27.848562240600586
0.28,tau_beh,2.0,631588a7db3e1289,0.007575757575757569,0.5286779942070982,0.017166888081595194,0.01924424137432909,0.027747917212694186,0.03333526632882433,-1.8247635099622939,5.163735919528538,-27.848562240600586
0.28,tau_beh,2.0,fa8bb19129c5885c,0.0073800738007380184,0.5286779942070982,0.017166888081595194,0.01924424137432909,0.027747917212694186,0.03333526632882433,-1.8247635099622939,5.163735919528538,-27.848562240600586
0.28,tau_beh,2.0,54fa2847a529a0b2,0.0,0.5286779942070982,0.017166888081595194,0.01924424137432909,0.027747917212694186,0.03333526632882433,-1.8247635099622939,5.163735919528538,-27.848562240600586
0.28,tau_beh,2.0,6855fe9557a72d6c,0.008130081300813052,0.5286779942070982,0.017166888081595194,0.01924424137432909,0.027747917212694186,0.03333526632882433,-1.8247635099622939,5.163735919528538,-27.848562240600586
0.28,tau_beh,2.0,f5aca89e174a4a67,1.0,0.5286779942070982,0.017166888081595194,0.01924424137432909,0.027747917212694186,0.03333526632882433,-1.8247635099622939,5.163735919528538,-27.848562240600586
0.28,tau_beh,2.0,3cb9dc163e061075,0.0,0.5286779942070982,0.017166888081595194,0.01924424137432909,0.027747917212694186,0.03333526632882433,-1.8247635099622939,5.163735919528538,-27.848562240600586
0.28,tau_beh,2.0,0fd46d992c7c3856,0.0,0.5286779942070982,0.017166888081595194,0.01924424137432909,0.027747917212694186,0.03333526632882433,-1.8247635099622939,5.163735919528538,-27.848562240600586
0.28,tau_beh,2.0,7a00a04c7ed7f1bf,0.0,0.5286779942070982,0.017166888081595194,0.01924424137432909,0.027747917212694186,0.03333526632882433,-1.8247635099622939,5.163735919528538,-27.848562240600586
